patch_mask8\origin\hist01\image1.mha patch_mask8\label01\image1.mha
patch_mask8\origin\hist21\image20.mha patch_mask8\label21\image20.mha
patch_mask8\origin\hist21\image21.mha patch_mask8\label21\image21.mha
patch_mask8\origin\hist21\image22.mha patch_mask8\label21\image22.mha
patch_mask8\origin\hist21\image23.mha patch_mask8\label21\image23.mha
patch_mask8\origin\hist21\image24.mha patch_mask8\label21\image24.mha
patch_mask8\origin\hist21\image25.mha patch_mask8\label21\image25.mha
patch_mask8\origin\hist21\image26.mha patch_mask8\label21\image26.mha
patch_mask8\origin\hist21\image27.mha patch_mask8\label21\image27.mha
patch_mask8\origin\hist21\image28.mha patch_mask8\label21\image28.mha
patch_mask8\origin\hist21\image29.mha patch_mask8\label21\image29.mha
patch_mask8\origin\hist21\image30.mha patch_mask8\label21\image30.mha
patch_mask8\origin\hist21\image31.mha patch_mask8\label21\image31.mha
patch_mask8\origin\hist21\image32.mha patch_mask8\label21\image32.mha
patch_mask8\origin\hist21\image33.mha patch_mask8\label21\image33.mha
patch_mask8\origin\hist21\image34.mha patch_mask8\label21\image34.mha
patch_mask8\origin\hist21\image35.mha patch_mask8\label21\image35.mha
patch_mask8\origin\hist21\image36.mha patch_mask8\label21\image36.mha
patch_mask8\origin\hist21\image37.mha patch_mask8\label21\image37.mha
patch_mask8\origin\hist21\image38.mha patch_mask8\label21\image38.mha
patch_mask8\origin\hist21\image39.mha patch_mask8\label21\image39.mha
patch_mask8\origin\hist21\image40.mha patch_mask8\label21\image40.mha
patch_mask8\origin\hist21\image41.mha patch_mask8\label21\image41.mha
patch_mask8\origin\hist21\image42.mha patch_mask8\label21\image42.mha
patch_mask8\origin\hist21\image43.mha patch_mask8\label21\image43.mha
patch_mask8\origin\hist21\image44.mha patch_mask8\label21\image44.mha
patch_mask8\origin\hist21\image45.mha patch_mask8\label21\image45.mha
patch_mask8\origin\hist21\image46.mha patch_mask8\label21\image46.mha
patch_mask8\origin\hist21\image47.mha patch_mask8\label21\image47.mha
patch_mask8\origin\hist21\image48.mha patch_mask8\label21\image48.mha
patch_mask8\origin\hist21\image49.mha patch_mask8\label21\image49.mha
patch_mask8\origin\hist21\image50.mha patch_mask8\label21\image50.mha
patch_mask8\origin\hist21\image51.mha patch_mask8\label21\image51.mha
patch_mask8\origin\hist21\image52.mha patch_mask8\label21\image52.mha
patch_mask8\origin\hist21\image53.mha patch_mask8\label21\image53.mha
patch_mask8\origin\hist21\image54.mha patch_mask8\label21\image54.mha
patch_mask8\origin\hist21\image55.mha patch_mask8\label21\image55.mha
patch_mask8\origin\hist21\image56.mha patch_mask8\label21\image56.mha
patch_mask8\origin\hist21\image57.mha patch_mask8\label21\image57.mha
patch_mask8\origin\hist21\image58.mha patch_mask8\label21\image58.mha
patch_mask8\origin\hist21\image59.mha patch_mask8\label21\image59.mha
patch_mask8\origin\hist21\image60.mha patch_mask8\label21\image60.mha
patch_mask8\origin\hist21\image61.mha patch_mask8\label21\image61.mha
patch_mask8\origin\hist21\image62.mha patch_mask8\label21\image62.mha
patch_mask8\origin\hist21\image63.mha patch_mask8\label21\image63.mha
patch_mask8\origin\hist21\image64.mha patch_mask8\label21\image64.mha
patch_mask8\origin\hist21\image65.mha patch_mask8\label21\image65.mha
patch_mask8\origin\hist21\image66.mha patch_mask8\label21\image66.mha
patch_mask8\origin\hist21\image67.mha patch_mask8\label21\image67.mha
patch_mask8\origin\hist21\image68.mha patch_mask8\label21\image68.mha
patch_mask8\origin\hist21\image69.mha patch_mask8\label21\image69.mha
patch_mask8\origin\hist21\image70.mha patch_mask8\label21\image70.mha
patch_mask8\origin\hist21\image71.mha patch_mask8\label21\image71.mha
patch_mask8\origin\hist21\image72.mha patch_mask8\label21\image72.mha
patch_mask8\origin\hist21\image73.mha patch_mask8\label21\image73.mha
patch_mask8\origin\hist21\image74.mha patch_mask8\label21\image74.mha
patch_mask8\origin\hist21\image75.mha patch_mask8\label21\image75.mha
patch_mask8\origin\hist21\image76.mha patch_mask8\label21\image76.mha
patch_mask8\origin\hist21\image77.mha patch_mask8\label21\image77.mha
patch_mask8\origin\hist21\image78.mha patch_mask8\label21\image78.mha
patch_mask8\origin\hist21\image79.mha patch_mask8\label21\image79.mha
patch_mask8\origin\hist21\image80.mha patch_mask8\label21\image80.mha
patch_mask8\origin\hist21\image81.mha patch_mask8\label21\image81.mha
patch_mask8\origin\hist21\image82.mha patch_mask8\label21\image82.mha
patch_mask8\origin\hist21\image83.mha patch_mask8\label21\image83.mha
patch_mask8\origin\hist21\image84.mha patch_mask8\label21\image84.mha
patch_mask8\origin\hist21\image85.mha patch_mask8\label21\image85.mha
patch_mask8\origin\hist21\image86.mha patch_mask8\label21\image86.mha
patch_mask8\origin\hist21\image87.mha patch_mask8\label21\image87.mha
patch_mask8\origin\hist21\image88.mha patch_mask8\label21\image88.mha
patch_mask8\origin\hist21\image89.mha patch_mask8\label21\image89.mha
patch_mask8\origin\hist21\image90.mha patch_mask8\label21\image90.mha
patch_mask8\origin\hist21\image91.mha patch_mask8\label21\image91.mha
patch_mask8\origin\hist21\image92.mha patch_mask8\label21\image92.mha
patch_mask8\origin\hist21\image93.mha patch_mask8\label21\image93.mha
patch_mask8\origin\hist21\image94.mha patch_mask8\label21\image94.mha
patch_mask8\origin\hist21\image95.mha patch_mask8\label21\image95.mha
patch_mask8\origin\hist21\image96.mha patch_mask8\label21\image96.mha
patch_mask8\origin\hist21\image97.mha patch_mask8\label21\image97.mha
patch_mask8\origin\hist21\image98.mha patch_mask8\label21\image98.mha
patch_mask8\origin\hist21\image99.mha patch_mask8\label21\image99.mha
patch_mask8\origin\hist21\image100.mha patch_mask8\label21\image100.mha
patch_mask8\origin\hist21\image101.mha patch_mask8\label21\image101.mha
patch_mask8\origin\hist21\image102.mha patch_mask8\label21\image102.mha
patch_mask8\origin\hist21\image103.mha patch_mask8\label21\image103.mha
patch_mask8\origin\hist21\image104.mha patch_mask8\label21\image104.mha
patch_mask8\origin\hist21\image105.mha patch_mask8\label21\image105.mha
patch_mask8\origin\hist22\image1.mha patch_mask8\label22\image1.mha
patch_mask8\origin\hist22\image2.mha patch_mask8\label22\image2.mha
patch_mask8\origin\hist22\image3.mha patch_mask8\label22\image3.mha
patch_mask8\origin\hist22\image4.mha patch_mask8\label22\image4.mha
patch_mask8\origin\hist22\image5.mha patch_mask8\label22\image5.mha
patch_mask8\origin\hist22\image6.mha patch_mask8\label22\image6.mha
patch_mask8\origin\hist22\image7.mha patch_mask8\label22\image7.mha
patch_mask8\origin\hist22\image8.mha patch_mask8\label22\image8.mha
patch_mask8\origin\hist22\image9.mha patch_mask8\label22\image9.mha
patch_mask8\origin\hist22\image10.mha patch_mask8\label22\image10.mha
patch_mask8\origin\hist22\image11.mha patch_mask8\label22\image11.mha
patch_mask8\origin\hist22\image12.mha patch_mask8\label22\image12.mha
patch_mask8\origin\hist22\image13.mha patch_mask8\label22\image13.mha
patch_mask8\origin\hist22\image14.mha patch_mask8\label22\image14.mha
patch_mask8\origin\hist22\image15.mha patch_mask8\label22\image15.mha
patch_mask8\origin\hist22\image16.mha patch_mask8\label22\image16.mha
patch_mask8\origin\hist22\image17.mha patch_mask8\label22\image17.mha
patch_mask8\origin\hist22\image18.mha patch_mask8\label22\image18.mha
patch_mask8\origin\hist22\image19.mha patch_mask8\label22\image19.mha
patch_mask8\origin\hist22\image20.mha patch_mask8\label22\image20.mha
patch_mask8\origin\hist22\image21.mha patch_mask8\label22\image21.mha
patch_mask8\origin\hist22\image22.mha patch_mask8\label22\image22.mha
patch_mask8\origin\hist22\image23.mha patch_mask8\label22\image23.mha
patch_mask8\origin\hist22\image24.mha patch_mask8\label22\image24.mha
patch_mask8\origin\hist22\image25.mha patch_mask8\label22\image25.mha
patch_mask8\origin\hist22\image26.mha patch_mask8\label22\image26.mha
patch_mask8\origin\hist22\image27.mha patch_mask8\label22\image27.mha
patch_mask8\origin\hist22\image28.mha patch_mask8\label22\image28.mha
patch_mask8\origin\hist22\image29.mha patch_mask8\label22\image29.mha
patch_mask8\origin\hist22\image30.mha patch_mask8\label22\image30.mha
patch_mask8\origin\hist22\image31.mha patch_mask8\label22\image31.mha
patch_mask8\origin\hist22\image32.mha patch_mask8\label22\image32.mha
patch_mask8\origin\hist22\image33.mha patch_mask8\label22\image33.mha
patch_mask8\origin\hist22\image34.mha patch_mask8\label22\image34.mha
patch_mask8\origin\hist22\image35.mha patch_mask8\label22\image35.mha
patch_mask8\origin\hist22\image36.mha patch_mask8\label22\image36.mha
patch_mask8\origin\hist22\image37.mha patch_mask8\label22\image37.mha
patch_mask8\origin\hist22\image38.mha patch_mask8\label22\image38.mha
patch_mask8\origin\hist22\image39.mha patch_mask8\label22\image39.mha
patch_mask8\origin\hist22\image40.mha patch_mask8\label22\image40.mha
patch_mask8\origin\hist22\image41.mha patch_mask8\label22\image41.mha
patch_mask8\origin\hist22\image42.mha patch_mask8\label22\image42.mha
patch_mask8\origin\hist22\image43.mha patch_mask8\label22\image43.mha
patch_mask8\origin\hist22\image44.mha patch_mask8\label22\image44.mha
patch_mask8\origin\hist22\image45.mha patch_mask8\label22\image45.mha
patch_mask8\origin\hist22\image46.mha patch_mask8\label22\image46.mha
patch_mask8\origin\hist22\image47.mha patch_mask8\label22\image47.mha
patch_mask8\origin\hist22\image48.mha patch_mask8\label22\image48.mha
patch_mask8\origin\hist22\image49.mha patch_mask8\label22\image49.mha
patch_mask8\origin\hist22\image50.mha patch_mask8\label22\image50.mha
patch_mask8\origin\hist22\image51.mha patch_mask8\label22\image51.mha
patch_mask8\origin\hist22\image52.mha patch_mask8\label22\image52.mha
patch_mask8\origin\hist22\image53.mha patch_mask8\label22\image53.mha
patch_mask8\origin\hist22\image54.mha patch_mask8\label22\image54.mha
patch_mask8\origin\hist22\image55.mha patch_mask8\label22\image55.mha
patch_mask8\origin\hist22\image56.mha patch_mask8\label22\image56.mha
patch_mask8\origin\hist22\image57.mha patch_mask8\label22\image57.mha
patch_mask8\origin\hist22\image58.mha patch_mask8\label22\image58.mha
patch_mask8\origin\hist22\image59.mha patch_mask8\label22\image59.mha
patch_mask8\origin\hist22\image60.mha patch_mask8\label22\image60.mha
patch_mask8\origin\hist22\image61.mha patch_mask8\label22\image61.mha
patch_mask8\origin\hist22\image62.mha patch_mask8\label22\image62.mha
patch_mask8\origin\hist22\image63.mha patch_mask8\label22\image63.mha
patch_mask8\origin\hist22\image64.mha patch_mask8\label22\image64.mha
patch_mask8\origin\hist22\image65.mha patch_mask8\label22\image65.mha
patch_mask8\origin\hist22\image66.mha patch_mask8\label22\image66.mha
patch_mask8\origin\hist22\image67.mha patch_mask8\label22\image67.mha
patch_mask8\origin\hist22\image68.mha patch_mask8\label22\image68.mha
patch_mask8\origin\hist22\image69.mha patch_mask8\label22\image69.mha
patch_mask8\origin\hist22\image70.mha patch_mask8\label22\image70.mha
patch_mask8\origin\hist22\image71.mha patch_mask8\label22\image71.mha
patch_mask8\origin\hist22\image72.mha patch_mask8\label22\image72.mha
patch_mask8\origin\hist22\image73.mha patch_mask8\label22\image73.mha
patch_mask8\origin\hist22\image74.mha patch_mask8\label22\image74.mha
patch_mask8\origin\hist23\image1.mha patch_mask8\label23\image1.mha
patch_mask8\origin\hist23\image2.mha patch_mask8\label23\image2.mha
patch_mask8\origin\hist23\image3.mha patch_mask8\label23\image3.mha
patch_mask8\origin\hist23\image4.mha patch_mask8\label23\image4.mha
patch_mask8\origin\hist23\image5.mha patch_mask8\label23\image5.mha
patch_mask8\origin\hist23\image6.mha patch_mask8\label23\image6.mha
patch_mask8\origin\hist23\image7.mha patch_mask8\label23\image7.mha
patch_mask8\origin\hist23\image8.mha patch_mask8\label23\image8.mha
patch_mask8\origin\hist23\image9.mha patch_mask8\label23\image9.mha
patch_mask8\origin\hist23\image10.mha patch_mask8\label23\image10.mha
patch_mask8\origin\hist23\image11.mha patch_mask8\label23\image11.mha
patch_mask8\origin\hist23\image12.mha patch_mask8\label23\image12.mha
patch_mask8\origin\hist23\image13.mha patch_mask8\label23\image13.mha
patch_mask8\origin\hist23\image14.mha patch_mask8\label23\image14.mha
patch_mask8\origin\hist23\image15.mha patch_mask8\label23\image15.mha
patch_mask8\origin\hist23\image16.mha patch_mask8\label23\image16.mha
patch_mask8\origin\hist23\image17.mha patch_mask8\label23\image17.mha
patch_mask8\origin\hist23\image18.mha patch_mask8\label23\image18.mha
patch_mask8\origin\hist23\image19.mha patch_mask8\label23\image19.mha
patch_mask8\origin\hist23\image20.mha patch_mask8\label23\image20.mha
patch_mask8\origin\hist23\image21.mha patch_mask8\label23\image21.mha
patch_mask8\origin\hist23\image22.mha patch_mask8\label23\image22.mha
patch_mask8\origin\hist23\image23.mha patch_mask8\label23\image23.mha
patch_mask8\origin\hist23\image24.mha patch_mask8\label23\image24.mha
patch_mask8\origin\hist23\image25.mha patch_mask8\label23\image25.mha
patch_mask8\origin\hist23\image26.mha patch_mask8\label23\image26.mha
patch_mask8\origin\hist23\image27.mha patch_mask8\label23\image27.mha
patch_mask8\origin\hist23\image28.mha patch_mask8\label23\image28.mha
patch_mask8\origin\hist23\image29.mha patch_mask8\label23\image29.mha
patch_mask8\origin\hist23\image30.mha patch_mask8\label23\image30.mha
patch_mask8\origin\hist23\image31.mha patch_mask8\label23\image31.mha
patch_mask8\origin\hist23\image32.mha patch_mask8\label23\image32.mha
patch_mask8\origin\hist23\image33.mha patch_mask8\label23\image33.mha
patch_mask8\origin\hist23\image34.mha patch_mask8\label23\image34.mha
patch_mask8\origin\hist23\image35.mha patch_mask8\label23\image35.mha
patch_mask8\origin\hist23\image36.mha patch_mask8\label23\image36.mha
patch_mask8\origin\hist23\image37.mha patch_mask8\label23\image37.mha
patch_mask8\origin\hist23\image38.mha patch_mask8\label23\image38.mha
patch_mask8\origin\hist23\image39.mha patch_mask8\label23\image39.mha
patch_mask8\origin\hist23\image40.mha patch_mask8\label23\image40.mha
patch_mask8\origin\hist23\image41.mha patch_mask8\label23\image41.mha
patch_mask8\origin\hist23\image42.mha patch_mask8\label23\image42.mha
patch_mask8\origin\hist23\image43.mha patch_mask8\label23\image43.mha
patch_mask8\origin\hist23\image44.mha patch_mask8\label23\image44.mha
patch_mask8\origin\hist23\image45.mha patch_mask8\label23\image45.mha
patch_mask8\origin\hist23\image46.mha patch_mask8\label23\image46.mha
patch_mask8\origin\hist23\image47.mha patch_mask8\label23\image47.mha
patch_mask8\origin\hist23\image48.mha patch_mask8\label23\image48.mha
patch_mask8\origin\hist23\image49.mha patch_mask8\label23\image49.mha
patch_mask8\origin\hist23\image50.mha patch_mask8\label23\image50.mha
patch_mask8\origin\hist23\image51.mha patch_mask8\label23\image51.mha
patch_mask8\origin\hist23\image52.mha patch_mask8\label23\image52.mha
patch_mask8\origin\hist23\image53.mha patch_mask8\label23\image53.mha
patch_mask8\origin\hist23\image54.mha patch_mask8\label23\image54.mha
patch_mask8\origin\hist23\image55.mha patch_mask8\label23\image55.mha
patch_mask8\origin\hist23\image56.mha patch_mask8\label23\image56.mha
patch_mask8\origin\hist23\image57.mha patch_mask8\label23\image57.mha
patch_mask8\origin\hist23\image58.mha patch_mask8\label23\image58.mha
patch_mask8\origin\hist23\image59.mha patch_mask8\label23\image59.mha
patch_mask8\origin\hist23\image60.mha patch_mask8\label23\image60.mha
patch_mask8\origin\hist23\image61.mha patch_mask8\label23\image61.mha
patch_mask8\origin\hist23\image62.mha patch_mask8\label23\image62.mha
patch_mask8\origin\hist23\image63.mha patch_mask8\label23\image63.mha
patch_mask8\origin\hist23\image64.mha patch_mask8\label23\image64.mha
patch_mask8\origin\hist23\image65.mha patch_mask8\label23\image65.mha
patch_mask8\origin\hist23\image66.mha patch_mask8\label23\image66.mha
patch_mask8\origin\hist23\image67.mha patch_mask8\label23\image67.mha
patch_mask8\origin\hist23\image68.mha patch_mask8\label23\image68.mha
patch_mask8\origin\hist23\image69.mha patch_mask8\label23\image69.mha
patch_mask8\origin\hist23\image70.mha patch_mask8\label23\image70.mha
patch_mask8\origin\hist23\image71.mha patch_mask8\label23\image71.mha
patch_mask8\origin\hist23\image72.mha patch_mask8\label23\image72.mha
patch_mask8\origin\hist23\image73.mha patch_mask8\label23\image73.mha
patch_mask8\origin\hist23\image74.mha patch_mask8\label23\image74.mha
patch_mask8\origin\hist23\image75.mha patch_mask8\label23\image75.mha
patch_mask8\origin\hist23\image76.mha patch_mask8\label23\image76.mha
patch_mask8\origin\hist23\image77.mha patch_mask8\label23\image77.mha
patch_mask8\origin\hist23\image78.mha patch_mask8\label23\image78.mha
patch_mask8\origin\hist23\image79.mha patch_mask8\label23\image79.mha
patch_mask8\origin\hist23\image80.mha patch_mask8\label23\image80.mha
patch_mask8\origin\hist23\image81.mha patch_mask8\label23\image81.mha
patch_mask8\origin\hist23\image82.mha patch_mask8\label23\image82.mha
patch_mask8\origin\hist23\image83.mha patch_mask8\label23\image83.mha
patch_mask8\origin\hist23\image84.mha patch_mask8\label23\image84.mha
patch_mask8\origin\hist23\image85.mha patch_mask8\label23\image85.mha
patch_mask8\origin\hist23\image86.mha patch_mask8\label23\image86.mha
patch_mask8\origin\hist23\image87.mha patch_mask8\label23\image87.mha
patch_mask8\origin\hist23\image88.mha patch_mask8\label23\image88.mha
patch_mask8\origin\hist23\image89.mha patch_mask8\label23\image89.mha
patch_mask8\origin\hist23\image90.mha patch_mask8\label23\image90.mha
patch_mask8\origin\hist23\image91.mha patch_mask8\label23\image91.mha
patch_mask8\origin\hist23\image92.mha patch_mask8\label23\image92.mha
patch_mask8\origin\hist23\image93.mha patch_mask8\label23\image93.mha
patch_mask8\origin\hist23\image94.mha patch_mask8\label23\image94.mha
patch_mask8\origin\hist23\image95.mha patch_mask8\label23\image95.mha
patch_mask8\origin\hist23\image96.mha patch_mask8\label23\image96.mha
patch_mask8\origin\hist23\image97.mha patch_mask8\label23\image97.mha
patch_mask8\origin\hist23\image98.mha patch_mask8\label23\image98.mha
patch_mask8\origin\hist23\image99.mha patch_mask8\label23\image99.mha
patch_mask8\origin\hist23\image100.mha patch_mask8\label23\image100.mha
patch_mask8\origin\hist23\image101.mha patch_mask8\label23\image101.mha
patch_mask8\origin\hist23\image102.mha patch_mask8\label23\image102.mha
patch_mask8\origin\hist23\image103.mha patch_mask8\label23\image103.mha
patch_mask8\origin\hist23\image104.mha patch_mask8\label23\image104.mha
patch_mask8\origin\hist23\image105.mha patch_mask8\label23\image105.mha
patch_mask8\origin\hist23\image106.mha patch_mask8\label23\image106.mha
patch_mask8\origin\hist23\image107.mha patch_mask8\label23\image107.mha
patch_mask8\origin\hist23\image108.mha patch_mask8\label23\image108.mha
patch_mask8\origin\hist23\image109.mha patch_mask8\label23\image109.mha
patch_mask8\origin\hist23\image110.mha patch_mask8\label23\image110.mha
patch_mask8\origin\hist23\image111.mha patch_mask8\label23\image111.mha
patch_mask8\origin\hist24\image1.mha patch_mask8\label24\image1.mha
patch_mask8\origin\hist24\image2.mha patch_mask8\label24\image2.mha
patch_mask8\origin\hist24\image3.mha patch_mask8\label24\image3.mha
patch_mask8\origin\hist24\image4.mha patch_mask8\label24\image4.mha
patch_mask8\origin\hist24\image5.mha patch_mask8\label24\image5.mha
patch_mask8\origin\hist24\image6.mha patch_mask8\label24\image6.mha
patch_mask8\origin\hist24\image7.mha patch_mask8\label24\image7.mha
patch_mask8\origin\hist24\image8.mha patch_mask8\label24\image8.mha
patch_mask8\origin\hist24\image9.mha patch_mask8\label24\image9.mha
patch_mask8\origin\hist24\image10.mha patch_mask8\label24\image10.mha
patch_mask8\origin\hist24\image11.mha patch_mask8\label24\image11.mha
patch_mask8\origin\hist24\image12.mha patch_mask8\label24\image12.mha
patch_mask8\origin\hist24\image13.mha patch_mask8\label24\image13.mha
patch_mask8\origin\hist24\image14.mha patch_mask8\label24\image14.mha
patch_mask8\origin\hist24\image15.mha patch_mask8\label24\image15.mha
patch_mask8\origin\hist24\image16.mha patch_mask8\label24\image16.mha
patch_mask8\origin\hist24\image17.mha patch_mask8\label24\image17.mha
patch_mask8\origin\hist24\image18.mha patch_mask8\label24\image18.mha
patch_mask8\origin\hist24\image19.mha patch_mask8\label24\image19.mha
patch_mask8\origin\hist24\image20.mha patch_mask8\label24\image20.mha
patch_mask8\origin\hist24\image21.mha patch_mask8\label24\image21.mha
patch_mask8\origin\hist24\image22.mha patch_mask8\label24\image22.mha
patch_mask8\origin\hist24\image23.mha patch_mask8\label24\image23.mha
patch_mask8\origin\hist24\image24.mha patch_mask8\label24\image24.mha
patch_mask8\origin\hist24\image25.mha patch_mask8\label24\image25.mha
patch_mask8\origin\hist24\image26.mha patch_mask8\label24\image26.mha
patch_mask8\origin\hist24\image27.mha patch_mask8\label24\image27.mha
patch_mask8\origin\hist24\image28.mha patch_mask8\label24\image28.mha
patch_mask8\origin\hist24\image29.mha patch_mask8\label24\image29.mha
patch_mask8\origin\hist24\image30.mha patch_mask8\label24\image30.mha
patch_mask8\origin\hist24\image31.mha patch_mask8\label24\image31.mha
patch_mask8\origin\hist24\image32.mha patch_mask8\label24\image32.mha
patch_mask8\origin\hist24\image33.mha patch_mask8\label24\image33.mha
patch_mask8\origin\hist24\image34.mha patch_mask8\label24\image34.mha
patch_mask8\origin\hist24\image35.mha patch_mask8\label24\image35.mha
patch_mask8\origin\hist24\image36.mha patch_mask8\label24\image36.mha
patch_mask8\origin\hist24\image37.mha patch_mask8\label24\image37.mha
patch_mask8\origin\hist24\image38.mha patch_mask8\label24\image38.mha
patch_mask8\origin\hist24\image39.mha patch_mask8\label24\image39.mha
patch_mask8\origin\hist24\image40.mha patch_mask8\label24\image40.mha
patch_mask8\origin\hist24\image41.mha patch_mask8\label24\image41.mha
patch_mask8\origin\hist24\image42.mha patch_mask8\label24\image42.mha
patch_mask8\origin\hist24\image43.mha patch_mask8\label24\image43.mha
patch_mask8\origin\hist24\image44.mha patch_mask8\label24\image44.mha
patch_mask8\origin\hist24\image45.mha patch_mask8\label24\image45.mha
patch_mask8\origin\hist24\image46.mha patch_mask8\label24\image46.mha
patch_mask8\origin\hist24\image47.mha patch_mask8\label24\image47.mha
patch_mask8\origin\hist24\image48.mha patch_mask8\label24\image48.mha
patch_mask8\origin\hist24\image49.mha patch_mask8\label24\image49.mha
patch_mask8\origin\hist24\image50.mha patch_mask8\label24\image50.mha
patch_mask8\origin\hist24\image51.mha patch_mask8\label24\image51.mha
patch_mask8\origin\hist24\image52.mha patch_mask8\label24\image52.mha
patch_mask8\origin\hist24\image53.mha patch_mask8\label24\image53.mha
patch_mask8\origin\hist24\image54.mha patch_mask8\label24\image54.mha
patch_mask8\origin\hist24\image55.mha patch_mask8\label24\image55.mha
patch_mask8\origin\hist24\image56.mha patch_mask8\label24\image56.mha
patch_mask8\origin\hist24\image57.mha patch_mask8\label24\image57.mha
patch_mask8\origin\hist24\image58.mha patch_mask8\label24\image58.mha
patch_mask8\origin\hist24\image59.mha patch_mask8\label24\image59.mha
patch_mask8\origin\hist24\image60.mha patch_mask8\label24\image60.mha
patch_mask8\origin\hist24\image61.mha patch_mask8\label24\image61.mha
patch_mask8\origin\hist24\image62.mha patch_mask8\label24\image62.mha
patch_mask8\origin\hist24\image63.mha patch_mask8\label24\image63.mha
patch_mask8\origin\hist24\image64.mha patch_mask8\label24\image64.mha
patch_mask8\origin\hist24\image65.mha patch_mask8\label24\image65.mha
patch_mask8\origin\hist24\image66.mha patch_mask8\label24\image66.mha
patch_mask8\origin\hist24\image67.mha patch_mask8\label24\image67.mha
patch_mask8\origin\hist24\image68.mha patch_mask8\label24\image68.mha
patch_mask8\origin\hist24\image69.mha patch_mask8\label24\image69.mha
patch_mask8\origin\hist24\image70.mha patch_mask8\label24\image70.mha
patch_mask8\origin\hist24\image71.mha patch_mask8\label24\image71.mha
patch_mask8\origin\hist24\image72.mha patch_mask8\label24\image72.mha
patch_mask8\origin\hist24\image73.mha patch_mask8\label24\image73.mha
patch_mask8\origin\hist24\image74.mha patch_mask8\label24\image74.mha
patch_mask8\origin\hist24\image75.mha patch_mask8\label24\image75.mha
patch_mask8\origin\hist24\image76.mha patch_mask8\label24\image76.mha
patch_mask8\origin\hist24\image77.mha patch_mask8\label24\image77.mha
patch_mask8\origin\hist24\image78.mha patch_mask8\label24\image78.mha
patch_mask8\origin\hist24\image79.mha patch_mask8\label24\image79.mha
patch_mask8\origin\hist24\image80.mha patch_mask8\label24\image80.mha
patch_mask8\origin\hist24\image81.mha patch_mask8\label24\image81.mha
patch_mask8\origin\hist24\image82.mha patch_mask8\label24\image82.mha
patch_mask8\origin\hist24\image83.mha patch_mask8\label24\image83.mha
patch_mask8\origin\hist24\image84.mha patch_mask8\label24\image84.mha
patch_mask8\origin\hist24\image85.mha patch_mask8\label24\image85.mha
patch_mask8\origin\hist24\image86.mha patch_mask8\label24\image86.mha
patch_mask8\origin\hist24\image87.mha patch_mask8\label24\image87.mha
patch_mask8\origin\hist24\image88.mha patch_mask8\label24\image88.mha
patch_mask8\origin\hist24\image89.mha patch_mask8\label24\image89.mha
patch_mask8\origin\hist24\image90.mha patch_mask8\label24\image90.mha
patch_mask8\origin\hist24\image91.mha patch_mask8\label24\image91.mha
patch_mask8\origin\hist24\image92.mha patch_mask8\label24\image92.mha
patch_mask8\origin\hist24\image93.mha patch_mask8\label24\image93.mha
patch_mask8\origin\hist24\image94.mha patch_mask8\label24\image94.mha
patch_mask8\origin\hist24\image95.mha patch_mask8\label24\image95.mha
patch_mask8\origin\hist24\image96.mha patch_mask8\label24\image96.mha
patch_mask8\origin\hist24\image97.mha patch_mask8\label24\image97.mha
patch_mask8\origin\hist24\image98.mha patch_mask8\label24\image98.mha
patch_mask8\origin\hist24\image99.mha patch_mask8\label24\image99.mha
patch_mask8\origin\hist24\image100.mha patch_mask8\label24\image100.mha
patch_mask8\origin\hist24\image101.mha patch_mask8\label24\image101.mha
patch_mask8\origin\hist24\image102.mha patch_mask8\label24\image102.mha
patch_mask8\origin\hist24\image103.mha patch_mask8\label24\image103.mha
patch_mask8\origin\hist24\image104.mha patch_mask8\label24\image104.mha
patch_mask8\origin\hist24\image105.mha patch_mask8\label24\image105.mha
patch_mask8\origin\hist24\image106.mha patch_mask8\label24\image106.mha
patch_mask8\origin\hist24\image107.mha patch_mask8\label24\image107.mha
patch_mask8\origin\hist24\image108.mha patch_mask8\label24\image108.mha
patch_mask8\origin\hist24\image109.mha patch_mask8\label24\image109.mha
patch_mask8\origin\hist25\image1.mha patch_mask8\label25\image1.mha
patch_mask8\origin\hist25\image2.mha patch_mask8\label25\image2.mha
patch_mask8\origin\hist25\image3.mha patch_mask8\label25\image3.mha
patch_mask8\origin\hist25\image4.mha patch_mask8\label25\image4.mha
patch_mask8\origin\hist25\image5.mha patch_mask8\label25\image5.mha
patch_mask8\origin\hist25\image6.mha patch_mask8\label25\image6.mha
patch_mask8\origin\hist25\image7.mha patch_mask8\label25\image7.mha
patch_mask8\origin\hist25\image8.mha patch_mask8\label25\image8.mha
patch_mask8\origin\hist25\image9.mha patch_mask8\label25\image9.mha
patch_mask8\origin\hist25\image10.mha patch_mask8\label25\image10.mha
patch_mask8\origin\hist25\image11.mha patch_mask8\label25\image11.mha
patch_mask8\origin\hist25\image12.mha patch_mask8\label25\image12.mha
patch_mask8\origin\hist25\image13.mha patch_mask8\label25\image13.mha
patch_mask8\origin\hist25\image14.mha patch_mask8\label25\image14.mha
patch_mask8\origin\hist25\image15.mha patch_mask8\label25\image15.mha
patch_mask8\origin\hist25\image16.mha patch_mask8\label25\image16.mha
patch_mask8\origin\hist25\image17.mha patch_mask8\label25\image17.mha
patch_mask8\origin\hist25\image18.mha patch_mask8\label25\image18.mha
patch_mask8\origin\hist25\image19.mha patch_mask8\label25\image19.mha
