patch_mask8\origin\hist26\image1.mha patch_mask8\label26\image1.mha
patch_mask8\origin\hist37\image59.mha patch_mask8\label37\image59.mha
patch_mask8\origin\hist37\image60.mha patch_mask8\label37\image60.mha
patch_mask8\origin\hist37\image61.mha patch_mask8\label37\image61.mha
patch_mask8\origin\hist37\image62.mha patch_mask8\label37\image62.mha
patch_mask8\origin\hist37\image63.mha patch_mask8\label37\image63.mha
patch_mask8\origin\hist37\image64.mha patch_mask8\label37\image64.mha
patch_mask8\origin\hist37\image65.mha patch_mask8\label37\image65.mha
patch_mask8\origin\hist37\image66.mha patch_mask8\label37\image66.mha
patch_mask8\origin\hist37\image67.mha patch_mask8\label37\image67.mha
patch_mask8\origin\hist37\image68.mha patch_mask8\label37\image68.mha
patch_mask8\origin\hist37\image69.mha patch_mask8\label37\image69.mha
patch_mask8\origin\hist37\image70.mha patch_mask8\label37\image70.mha
patch_mask8\origin\hist37\image71.mha patch_mask8\label37\image71.mha
patch_mask8\origin\hist37\image72.mha patch_mask8\label37\image72.mha
patch_mask8\origin\hist37\image73.mha patch_mask8\label37\image73.mha
patch_mask8\origin\hist37\image74.mha patch_mask8\label37\image74.mha
patch_mask8\origin\hist37\image75.mha patch_mask8\label37\image75.mha
patch_mask8\origin\hist37\image76.mha patch_mask8\label37\image76.mha
patch_mask8\origin\hist37\image77.mha patch_mask8\label37\image77.mha
patch_mask8\origin\hist37\image78.mha patch_mask8\label37\image78.mha
patch_mask8\origin\hist37\image79.mha patch_mask8\label37\image79.mha
patch_mask8\origin\hist37\image80.mha patch_mask8\label37\image80.mha
patch_mask8\origin\hist37\image81.mha patch_mask8\label37\image81.mha
patch_mask8\origin\hist37\image82.mha patch_mask8\label37\image82.mha
patch_mask8\origin\hist37\image83.mha patch_mask8\label37\image83.mha
patch_mask8\origin\hist37\image84.mha patch_mask8\label37\image84.mha
patch_mask8\origin\hist37\image85.mha patch_mask8\label37\image85.mha
patch_mask8\origin\hist37\image86.mha patch_mask8\label37\image86.mha
patch_mask8\origin\hist37\image87.mha patch_mask8\label37\image87.mha
patch_mask8\origin\hist37\image88.mha patch_mask8\label37\image88.mha
patch_mask8\origin\hist37\image89.mha patch_mask8\label37\image89.mha
patch_mask8\origin\hist37\image90.mha patch_mask8\label37\image90.mha
patch_mask8\origin\hist37\image91.mha patch_mask8\label37\image91.mha
patch_mask8\origin\hist37\image92.mha patch_mask8\label37\image92.mha
patch_mask8\origin\hist37\image93.mha patch_mask8\label37\image93.mha
patch_mask8\origin\hist37\image94.mha patch_mask8\label37\image94.mha
patch_mask8\origin\hist37\image95.mha patch_mask8\label37\image95.mha
patch_mask8\origin\hist37\image96.mha patch_mask8\label37\image96.mha
patch_mask8\origin\hist37\image97.mha patch_mask8\label37\image97.mha
patch_mask8\origin\hist38\image1.mha patch_mask8\label38\image1.mha
patch_mask8\origin\hist38\image2.mha patch_mask8\label38\image2.mha
patch_mask8\origin\hist38\image3.mha patch_mask8\label38\image3.mha
patch_mask8\origin\hist38\image4.mha patch_mask8\label38\image4.mha
patch_mask8\origin\hist38\image5.mha patch_mask8\label38\image5.mha
patch_mask8\origin\hist38\image6.mha patch_mask8\label38\image6.mha
patch_mask8\origin\hist38\image7.mha patch_mask8\label38\image7.mha
patch_mask8\origin\hist38\image8.mha patch_mask8\label38\image8.mha
patch_mask8\origin\hist38\image9.mha patch_mask8\label38\image9.mha
patch_mask8\origin\hist38\image10.mha patch_mask8\label38\image10.mha
patch_mask8\origin\hist38\image11.mha patch_mask8\label38\image11.mha
patch_mask8\origin\hist38\image12.mha patch_mask8\label38\image12.mha
patch_mask8\origin\hist38\image13.mha patch_mask8\label38\image13.mha
patch_mask8\origin\hist38\image14.mha patch_mask8\label38\image14.mha
patch_mask8\origin\hist38\image15.mha patch_mask8\label38\image15.mha
patch_mask8\origin\hist38\image16.mha patch_mask8\label38\image16.mha
patch_mask8\origin\hist38\image17.mha patch_mask8\label38\image17.mha
patch_mask8\origin\hist38\image18.mha patch_mask8\label38\image18.mha
patch_mask8\origin\hist38\image19.mha patch_mask8\label38\image19.mha
patch_mask8\origin\hist38\image20.mha patch_mask8\label38\image20.mha
patch_mask8\origin\hist38\image21.mha patch_mask8\label38\image21.mha
patch_mask8\origin\hist38\image22.mha patch_mask8\label38\image22.mha
patch_mask8\origin\hist38\image23.mha patch_mask8\label38\image23.mha
patch_mask8\origin\hist38\image24.mha patch_mask8\label38\image24.mha
patch_mask8\origin\hist38\image25.mha patch_mask8\label38\image25.mha
patch_mask8\origin\hist38\image26.mha patch_mask8\label38\image26.mha
patch_mask8\origin\hist38\image27.mha patch_mask8\label38\image27.mha
patch_mask8\origin\hist38\image28.mha patch_mask8\label38\image28.mha
patch_mask8\origin\hist38\image29.mha patch_mask8\label38\image29.mha
patch_mask8\origin\hist38\image30.mha patch_mask8\label38\image30.mha
patch_mask8\origin\hist38\image31.mha patch_mask8\label38\image31.mha
patch_mask8\origin\hist38\image32.mha patch_mask8\label38\image32.mha
patch_mask8\origin\hist38\image33.mha patch_mask8\label38\image33.mha
patch_mask8\origin\hist38\image34.mha patch_mask8\label38\image34.mha
patch_mask8\origin\hist38\image35.mha patch_mask8\label38\image35.mha
patch_mask8\origin\hist38\image36.mha patch_mask8\label38\image36.mha
patch_mask8\origin\hist38\image37.mha patch_mask8\label38\image37.mha
patch_mask8\origin\hist38\image38.mha patch_mask8\label38\image38.mha
patch_mask8\origin\hist38\image39.mha patch_mask8\label38\image39.mha
patch_mask8\origin\hist38\image40.mha patch_mask8\label38\image40.mha
patch_mask8\origin\hist38\image41.mha patch_mask8\label38\image41.mha
patch_mask8\origin\hist38\image42.mha patch_mask8\label38\image42.mha
patch_mask8\origin\hist38\image43.mha patch_mask8\label38\image43.mha
patch_mask8\origin\hist38\image44.mha patch_mask8\label38\image44.mha
patch_mask8\origin\hist38\image45.mha patch_mask8\label38\image45.mha
patch_mask8\origin\hist38\image46.mha patch_mask8\label38\image46.mha
patch_mask8\origin\hist38\image47.mha patch_mask8\label38\image47.mha
patch_mask8\origin\hist38\image48.mha patch_mask8\label38\image48.mha
patch_mask8\origin\hist38\image49.mha patch_mask8\label38\image49.mha
patch_mask8\origin\hist38\image50.mha patch_mask8\label38\image50.mha
patch_mask8\origin\hist38\image51.mha patch_mask8\label38\image51.mha
patch_mask8\origin\hist38\image52.mha patch_mask8\label38\image52.mha
patch_mask8\origin\hist38\image53.mha patch_mask8\label38\image53.mha
patch_mask8\origin\hist38\image54.mha patch_mask8\label38\image54.mha
patch_mask8\origin\hist38\image55.mha patch_mask8\label38\image55.mha
patch_mask8\origin\hist38\image56.mha patch_mask8\label38\image56.mha
patch_mask8\origin\hist38\image57.mha patch_mask8\label38\image57.mha
patch_mask8\origin\hist38\image58.mha patch_mask8\label38\image58.mha
patch_mask8\origin\hist38\image59.mha patch_mask8\label38\image59.mha
patch_mask8\origin\hist38\image60.mha patch_mask8\label38\image60.mha
patch_mask8\origin\hist38\image61.mha patch_mask8\label38\image61.mha
patch_mask8\origin\hist38\image62.mha patch_mask8\label38\image62.mha
patch_mask8\origin\hist38\image63.mha patch_mask8\label38\image63.mha
patch_mask8\origin\hist38\image64.mha patch_mask8\label38\image64.mha
patch_mask8\origin\hist38\image65.mha patch_mask8\label38\image65.mha
patch_mask8\origin\hist38\image66.mha patch_mask8\label38\image66.mha
patch_mask8\origin\hist38\image67.mha patch_mask8\label38\image67.mha
patch_mask8\origin\hist38\image68.mha patch_mask8\label38\image68.mha
patch_mask8\origin\hist38\image69.mha patch_mask8\label38\image69.mha
patch_mask8\origin\hist38\image70.mha patch_mask8\label38\image70.mha
patch_mask8\origin\hist38\image71.mha patch_mask8\label38\image71.mha
patch_mask8\origin\hist38\image72.mha patch_mask8\label38\image72.mha
patch_mask8\origin\hist38\image73.mha patch_mask8\label38\image73.mha
patch_mask8\origin\hist38\image74.mha patch_mask8\label38\image74.mha
patch_mask8\origin\hist38\image75.mha patch_mask8\label38\image75.mha
patch_mask8\origin\hist38\image76.mha patch_mask8\label38\image76.mha
patch_mask8\origin\hist38\image77.mha patch_mask8\label38\image77.mha
patch_mask8\origin\hist38\image78.mha patch_mask8\label38\image78.mha
patch_mask8\origin\hist38\image79.mha patch_mask8\label38\image79.mha
patch_mask8\origin\hist38\image80.mha patch_mask8\label38\image80.mha
patch_mask8\origin\hist38\image81.mha patch_mask8\label38\image81.mha
patch_mask8\origin\hist39\image1.mha patch_mask8\label39\image1.mha
patch_mask8\origin\hist39\image2.mha patch_mask8\label39\image2.mha
patch_mask8\origin\hist39\image3.mha patch_mask8\label39\image3.mha
patch_mask8\origin\hist39\image4.mha patch_mask8\label39\image4.mha
patch_mask8\origin\hist39\image5.mha patch_mask8\label39\image5.mha
patch_mask8\origin\hist39\image6.mha patch_mask8\label39\image6.mha
patch_mask8\origin\hist39\image7.mha patch_mask8\label39\image7.mha
patch_mask8\origin\hist39\image8.mha patch_mask8\label39\image8.mha
patch_mask8\origin\hist39\image9.mha patch_mask8\label39\image9.mha
patch_mask8\origin\hist39\image10.mha patch_mask8\label39\image10.mha
patch_mask8\origin\hist39\image11.mha patch_mask8\label39\image11.mha
patch_mask8\origin\hist39\image12.mha patch_mask8\label39\image12.mha
patch_mask8\origin\hist39\image13.mha patch_mask8\label39\image13.mha
patch_mask8\origin\hist39\image14.mha patch_mask8\label39\image14.mha
patch_mask8\origin\hist39\image15.mha patch_mask8\label39\image15.mha
patch_mask8\origin\hist39\image16.mha patch_mask8\label39\image16.mha
patch_mask8\origin\hist39\image17.mha patch_mask8\label39\image17.mha
patch_mask8\origin\hist39\image18.mha patch_mask8\label39\image18.mha
patch_mask8\origin\hist39\image19.mha patch_mask8\label39\image19.mha
patch_mask8\origin\hist39\image20.mha patch_mask8\label39\image20.mha
patch_mask8\origin\hist39\image21.mha patch_mask8\label39\image21.mha
patch_mask8\origin\hist39\image22.mha patch_mask8\label39\image22.mha
patch_mask8\origin\hist39\image23.mha patch_mask8\label39\image23.mha
patch_mask8\origin\hist39\image24.mha patch_mask8\label39\image24.mha
patch_mask8\origin\hist39\image25.mha patch_mask8\label39\image25.mha
patch_mask8\origin\hist39\image26.mha patch_mask8\label39\image26.mha
patch_mask8\origin\hist39\image27.mha patch_mask8\label39\image27.mha
patch_mask8\origin\hist39\image28.mha patch_mask8\label39\image28.mha
patch_mask8\origin\hist39\image29.mha patch_mask8\label39\image29.mha
patch_mask8\origin\hist39\image30.mha patch_mask8\label39\image30.mha
patch_mask8\origin\hist39\image31.mha patch_mask8\label39\image31.mha
patch_mask8\origin\hist39\image32.mha patch_mask8\label39\image32.mha
patch_mask8\origin\hist39\image33.mha patch_mask8\label39\image33.mha
patch_mask8\origin\hist39\image34.mha patch_mask8\label39\image34.mha
patch_mask8\origin\hist39\image35.mha patch_mask8\label39\image35.mha
patch_mask8\origin\hist39\image36.mha patch_mask8\label39\image36.mha
patch_mask8\origin\hist39\image37.mha patch_mask8\label39\image37.mha
patch_mask8\origin\hist39\image38.mha patch_mask8\label39\image38.mha
patch_mask8\origin\hist39\image39.mha patch_mask8\label39\image39.mha
patch_mask8\origin\hist39\image40.mha patch_mask8\label39\image40.mha
patch_mask8\origin\hist39\image41.mha patch_mask8\label39\image41.mha
patch_mask8\origin\hist39\image42.mha patch_mask8\label39\image42.mha
patch_mask8\origin\hist39\image43.mha patch_mask8\label39\image43.mha
patch_mask8\origin\hist39\image44.mha patch_mask8\label39\image44.mha
patch_mask8\origin\hist39\image45.mha patch_mask8\label39\image45.mha
patch_mask8\origin\hist39\image46.mha patch_mask8\label39\image46.mha
patch_mask8\origin\hist39\image47.mha patch_mask8\label39\image47.mha
patch_mask8\origin\hist39\image48.mha patch_mask8\label39\image48.mha
patch_mask8\origin\hist39\image49.mha patch_mask8\label39\image49.mha
patch_mask8\origin\hist39\image50.mha patch_mask8\label39\image50.mha
patch_mask8\origin\hist39\image51.mha patch_mask8\label39\image51.mha
patch_mask8\origin\hist39\image52.mha patch_mask8\label39\image52.mha
patch_mask8\origin\hist39\image53.mha patch_mask8\label39\image53.mha
patch_mask8\origin\hist39\image54.mha patch_mask8\label39\image54.mha
patch_mask8\origin\hist39\image55.mha patch_mask8\label39\image55.mha
patch_mask8\origin\hist39\image56.mha patch_mask8\label39\image56.mha
patch_mask8\origin\hist39\image57.mha patch_mask8\label39\image57.mha
patch_mask8\origin\hist40\image1.mha patch_mask8\label40\image1.mha
patch_mask8\origin\hist40\image2.mha patch_mask8\label40\image2.mha
patch_mask8\origin\hist40\image3.mha patch_mask8\label40\image3.mha
patch_mask8\origin\hist40\image4.mha patch_mask8\label40\image4.mha
patch_mask8\origin\hist40\image5.mha patch_mask8\label40\image5.mha
patch_mask8\origin\hist40\image6.mha patch_mask8\label40\image6.mha
patch_mask8\origin\hist40\image7.mha patch_mask8\label40\image7.mha
patch_mask8\origin\hist40\image8.mha patch_mask8\label40\image8.mha
patch_mask8\origin\hist40\image9.mha patch_mask8\label40\image9.mha
patch_mask8\origin\hist40\image10.mha patch_mask8\label40\image10.mha
patch_mask8\origin\hist40\image11.mha patch_mask8\label40\image11.mha
patch_mask8\origin\hist40\image12.mha patch_mask8\label40\image12.mha
patch_mask8\origin\hist40\image13.mha patch_mask8\label40\image13.mha
patch_mask8\origin\hist40\image14.mha patch_mask8\label40\image14.mha
patch_mask8\origin\hist40\image15.mha patch_mask8\label40\image15.mha
patch_mask8\origin\hist40\image16.mha patch_mask8\label40\image16.mha
patch_mask8\origin\hist40\image17.mha patch_mask8\label40\image17.mha
patch_mask8\origin\hist40\image18.mha patch_mask8\label40\image18.mha
patch_mask8\origin\hist40\image19.mha patch_mask8\label40\image19.mha
patch_mask8\origin\hist40\image20.mha patch_mask8\label40\image20.mha
patch_mask8\origin\hist40\image21.mha patch_mask8\label40\image21.mha
patch_mask8\origin\hist40\image22.mha patch_mask8\label40\image22.mha
patch_mask8\origin\hist40\image23.mha patch_mask8\label40\image23.mha
patch_mask8\origin\hist40\image24.mha patch_mask8\label40\image24.mha
patch_mask8\origin\hist40\image25.mha patch_mask8\label40\image25.mha
patch_mask8\origin\hist40\image26.mha patch_mask8\label40\image26.mha
patch_mask8\origin\hist40\image27.mha patch_mask8\label40\image27.mha
patch_mask8\origin\hist40\image28.mha patch_mask8\label40\image28.mha
patch_mask8\origin\hist40\image29.mha patch_mask8\label40\image29.mha
patch_mask8\origin\hist40\image30.mha patch_mask8\label40\image30.mha
patch_mask8\origin\hist40\image31.mha patch_mask8\label40\image31.mha
patch_mask8\origin\hist40\image32.mha patch_mask8\label40\image32.mha
patch_mask8\origin\hist40\image33.mha patch_mask8\label40\image33.mha
patch_mask8\origin\hist40\image34.mha patch_mask8\label40\image34.mha
patch_mask8\origin\hist40\image35.mha patch_mask8\label40\image35.mha
patch_mask8\origin\hist40\image36.mha patch_mask8\label40\image36.mha
patch_mask8\origin\hist40\image37.mha patch_mask8\label40\image37.mha
patch_mask8\origin\hist40\image38.mha patch_mask8\label40\image38.mha
patch_mask8\origin\hist40\image39.mha patch_mask8\label40\image39.mha
patch_mask8\origin\hist40\image40.mha patch_mask8\label40\image40.mha
patch_mask8\origin\hist40\image41.mha patch_mask8\label40\image41.mha
patch_mask8\origin\hist40\image42.mha patch_mask8\label40\image42.mha
patch_mask8\origin\hist40\image43.mha patch_mask8\label40\image43.mha
patch_mask8\origin\hist40\image44.mha patch_mask8\label40\image44.mha
patch_mask8\origin\hist40\image45.mha patch_mask8\label40\image45.mha
patch_mask8\origin\hist40\image46.mha patch_mask8\label40\image46.mha
patch_mask8\origin\hist40\image47.mha patch_mask8\label40\image47.mha
patch_mask8\origin\hist40\image48.mha patch_mask8\label40\image48.mha
patch_mask8\origin\hist40\image49.mha patch_mask8\label40\image49.mha
patch_mask8\origin\hist40\image50.mha patch_mask8\label40\image50.mha
patch_mask8\origin\hist40\image51.mha patch_mask8\label40\image51.mha
patch_mask8\origin\hist40\image52.mha patch_mask8\label40\image52.mha
patch_mask8\origin\hist40\image53.mha patch_mask8\label40\image53.mha
patch_mask8\origin\hist40\image54.mha patch_mask8\label40\image54.mha
patch_mask8\origin\hist40\image55.mha patch_mask8\label40\image55.mha
patch_mask8\origin\hist40\image56.mha patch_mask8\label40\image56.mha
patch_mask8\origin\hist40\image57.mha patch_mask8\label40\image57.mha
patch_mask8\origin\hist40\image58.mha patch_mask8\label40\image58.mha
patch_mask8\origin\hist40\image59.mha patch_mask8\label40\image59.mha
patch_mask8\origin\hist40\image60.mha patch_mask8\label40\image60.mha
patch_mask8\origin\hist40\image61.mha patch_mask8\label40\image61.mha
patch_mask8\origin\hist40\image62.mha patch_mask8\label40\image62.mha
patch_mask8\origin\hist40\image63.mha patch_mask8\label40\image63.mha
patch_mask8\origin\hist40\image64.mha patch_mask8\label40\image64.mha
patch_mask8\origin\hist40\image65.mha patch_mask8\label40\image65.mha
patch_mask8\origin\hist40\image66.mha patch_mask8\label40\image66.mha
patch_mask8\origin\hist40\image67.mha patch_mask8\label40\image67.mha
patch_mask8\origin\hist40\image68.mha patch_mask8\label40\image68.mha
patch_mask8\origin\hist40\image69.mha patch_mask8\label40\image69.mha
patch_mask8\origin\hist40\image70.mha patch_mask8\label40\image70.mha
patch_mask8\origin\hist40\image71.mha patch_mask8\label40\image71.mha
patch_mask8\origin\hist40\image72.mha patch_mask8\label40\image72.mha
patch_mask8\origin\hist40\image73.mha patch_mask8\label40\image73.mha
patch_mask8\origin\hist40\image74.mha patch_mask8\label40\image74.mha
patch_mask8\origin\hist40\image75.mha patch_mask8\label40\image75.mha
patch_mask8\origin\hist40\image76.mha patch_mask8\label40\image76.mha
patch_mask8\origin\hist40\image77.mha patch_mask8\label40\image77.mha
patch_mask8\origin\hist40\image78.mha patch_mask8\label40\image78.mha
patch_mask8\origin\hist40\image79.mha patch_mask8\label40\image79.mha
patch_mask8\origin\hist40\image80.mha patch_mask8\label40\image80.mha
patch_mask8\origin\hist40\image81.mha patch_mask8\label40\image81.mha
patch_mask8\origin\hist40\image82.mha patch_mask8\label40\image82.mha
patch_mask8\origin\hist40\image83.mha patch_mask8\label40\image83.mha
patch_mask8\origin\hist40\image84.mha patch_mask8\label40\image84.mha
patch_mask8\origin\hist40\image85.mha patch_mask8\label40\image85.mha
patch_mask8\origin\hist40\image86.mha patch_mask8\label40\image86.mha
patch_mask8\origin\hist40\image87.mha patch_mask8\label40\image87.mha
patch_mask8\origin\hist40\image88.mha patch_mask8\label40\image88.mha
patch_mask8\origin\hist40\image89.mha patch_mask8\label40\image89.mha
patch_mask8\origin\hist40\image90.mha patch_mask8\label40\image90.mha
patch_mask8\origin\hist40\image91.mha patch_mask8\label40\image91.mha
patch_mask8\origin\hist40\image92.mha patch_mask8\label40\image92.mha
patch_mask8\origin\hist40\image93.mha patch_mask8\label40\image93.mha
patch_mask8\origin\hist40\image94.mha patch_mask8\label40\image94.mha
patch_mask8\origin\hist40\image95.mha patch_mask8\label40\image95.mha
patch_mask8\origin\hist40\image96.mha patch_mask8\label40\image96.mha
patch_mask8\origin\hist40\image97.mha patch_mask8\label40\image97.mha
patch_mask8\origin\hist40\image98.mha patch_mask8\label40\image98.mha
patch_mask8\origin\hist40\image99.mha patch_mask8\label40\image99.mha
patch_mask8\origin\hist40\image100.mha patch_mask8\label40\image100.mha
patch_mask8\origin\hist40\image101.mha patch_mask8\label40\image101.mha
patch_mask8\origin\hist40\image102.mha patch_mask8\label40\image102.mha
patch_mask8\origin\hist40\image103.mha patch_mask8\label40\image103.mha
patch_mask8\origin\hist40\image104.mha patch_mask8\label40\image104.mha
patch_mask8\origin\hist40\image105.mha patch_mask8\label40\image105.mha
patch_mask8\origin\hist40\image106.mha patch_mask8\label40\image106.mha
patch_mask8\origin\hist40\image107.mha patch_mask8\label40\image107.mha
patch_mask8\origin\hist40\image108.mha patch_mask8\label40\image108.mha
patch_mask8\origin\hist40\image109.mha patch_mask8\label40\image109.mha
patch_mask8\origin\hist40\image110.mha patch_mask8\label40\image110.mha
patch_mask8\origin\hist40\image111.mha patch_mask8\label40\image111.mha
patch_mask8\origin\hist40\image112.mha patch_mask8\label40\image112.mha
patch_mask8\origin\hist40\image113.mha patch_mask8\label40\image113.mha
patch_mask8\origin\hist40\image114.mha patch_mask8\label40\image114.mha
patch_mask8\origin\hist40\image115.mha patch_mask8\label40\image115.mha
patch_mask8\origin\hist40\image116.mha patch_mask8\label40\image116.mha
patch_mask8\origin\hist40\image117.mha patch_mask8\label40\image117.mha
patch_mask8\origin\hist40\image118.mha patch_mask8\label40\image118.mha
